UMIS number,studentID,name,dob,district,block,college_name,degree,department,year_of_passing,cgpa,skills,swayam_course,naan_mudhalvan_course,certifications,internships,extra_curricular_activities,sports,predicted_academic_job_role,predicted_skill_job_role,mobile_number,email_id
8494731942,TN-STU-2020-09748,Aravind Chidambaram,2005-05-15,Tirunelveli,Palayamkottai,"Government Siddha Medical College, Palayamkottai",B.E.,Biomedical Engineering,2025,9.2,"Medical Device Design, AutoCAD, Anatomy Knowledge, Clinical Trials Support, Signal Processing, Product Testing, MATLAB",NONE,Research Documentation,NONE,Apollo Hospitals,NCC,Badminton,Junior Biomedical Engineer,Certified Senior Biomedical Tech Associate,9462924915,aravind.1942@smart.edu
6967310967,TN-STU-2021-09749,Boopathi Velayudham,2001-03-04,Tiruvannamalai,Tiruvannamalai,"Government Arts College, Tiruvannamalai",M.F.A.,Fine Arts,2026,7.4,"Art History, Sculpture, Photography, Graphic Design, Portfolio Building, Painting",Photography Basics,Visual Communication,NONE,Museums,Cultural Fest,Badminton,Junior Graphic Designer,Certified Senior Animation Artist,9635445263,boopathi.0967@smart.edu
8963911056,TN-STU-2020-09750,Deepan V.,1999-11-24,Nagapattinam,Nagapattinam,"A.D.M. College for Women, Nagapattinam",M.E.,Civil Engineering,2024,7.5,"Surveying, Project Management, STAAD Pro, AutoCAD",Structural Engineering,NONE,NONE,Real Estate Firms,Green Campus Initiative,NONE,Junior Site Engineer,Certified Senior BIM Associate,9135811407,deepan.1056@smart.edu
6969048946,TN-STU-2022-09751,Heera Velayudham,2005-12-21,Thanjavur,Thanjavur,"Shanmugha Arts Science Technology and Research Academy (SASTRA), Thirumalaisamudram",B.Sc.,Nursing,2024,9.1,"Medical Terminology, Medication Administration, ICU Management",Basic Life Support,NONE,NONE,NONE,Blood Donation,NONE,Junior Community Health Worker,Certified Senior Certified Nurse,9808906415,heera.8946@smart.edu
8809682920,TN-STU-2021-09752,Malarvizhi Kamaraj,1999-03-11,Dindigul,Palani,"Government Polytechnic College, Palani",B.Sc.,Agriculture,2026,8.3,"Crop Science, Greenhouse Management, Remote Sensing, Pest Management",NONE,Post Harvest Management,Agri-Business Management,Government Agriculture Dept,Green Brigade,Kabaddi,Junior Agriculture Officer,Certified Senior Agri-Business Advisor,9954217309,malarvizhi.2920@smart.edu
2386287379,TN-STU-2021-09753,Narmadha Iyyappan,2003-12-05,Thanjavur,Thanjavur,"Our Lady of Health School and College of Nursing, Thanjavur",M.F.A.,Fine Arts,2024,6.1,"Art History, Ceramics, Painting",Modern Art,Graphic Design Tools,Visual Art Diploma,Animation Studios,Photography Club,Chess,Trainee Illustrator,Certified Senior Animation Artist,9274313302,narmadha.7379@smart.edu
6505903857,TN-STU-2022-09754,Bala Velu,2004-02-18,Chengalpattu,Tambaram,Sri Sairam Siddha Medical College,B.Tech,Electronics & Communication,2025,7.4,"PCB Design, Circuit Design, MATLAB, IoT, Embedded Systems, Signal Processing, Communication Protocols",VLSI Design,5G Technology,VLSI Design Certified,Telecom Companies,Ham Radio,Table Tennis,Junior Embedded Systems Engineer,Certified Senior Embedded Developer,9275283449,bala.3857@smart.edu
8616385529,TN-STU-2023-09755,Kishore Thirunavukkarasu,1999-08-07,Thiruvarur,Nannilam,Annamalai University,B.A.,Tamil,2026,8.0,"Grammar, Tamil Literature, Translation, Public Speaking, Creative Writing",History of Tamil Literature,NONE,E-Publishing,NONE,Debate,Athletics,Junior Editor,Certified Senior Digital Editor,9562221444,kishore.5529@smart.edu
9801728496,TN-STU-2023-09756,Nandita C.,2008-06-16,Tenkasi,Tenkasi,"Sri Ram Nallamani Yadava College of Arts and Science, Tenkasi",B.A.LL.B.,Law,2025,6.8,"Legal Research, Intellectual Property, Contract Negotiation, IPC/CrPC Knowledge",NONE,NONE,NONE,High Court Chambers,Law Review,Cricket,Trainee Legal Consultant,Certified Senior Corporate Lawyer,9276824268,nandita.8496@smart.edu
4678208821,TN-STU-2022-09757,Palanisamy V.,2004-06-04,Chengalpattu,Tambaram,Agni College of Technology,LL.B.,Law,2026,6.0,"Legal Writing, IPC/CrPC Knowledge, Corporate Law, Legal Research, Contract Negotiation",Constitutional Law,Court Procedures,NONE,NONE,NONE,Chess,Trainee Legal Consultant,Certified Senior Corporate Lawyer,9675614317,palanisamy.8821@smart.edu
4855549296,TN-STU-2023-09758,Dinesh A.,2000-09-22,Dharmapuri,Dharmapuri,"Government Polytechnic College, Dharmapuri",B.A.,Tamil,2024,6.4,"Public Speaking, Journalism, Research Writing, Editing",NONE,Translation Skills,NONE,NONE,NONE,NONE,Trainee Language Expert,Certified Senior Digital Editor,9822476795,dinesh.9296@smart.edu
6231637772,TN-STU-2020-09759,Ezhil Velayudham,2000-12-13,Madurai,Thirumangalam,"Thiagarajar School of Management (TSM), Pamban Swamy Nagar",B.Sc.,Nursing,2024,7.8,"Medication Administration, Vital Signs Monitoring, ICU Management, Surgical Assistance",Medical Microbiology,Healthcare Management,NONE,Community Health Centres,Health Awareness,Kho-Kho,Junior ICU Nurse,Certified Senior Certified Nurse,9904292966,ezhil.7772@smart.edu
6060410105,TN-STU-2021-09760,Priya Jayaraman,2006-11-11,Dindigul,Dindigul,"R.V.S. College of Arts and Science, Dindigul",B.A.,Tamil,2025,6.4,"Creative Writing, Tamil Literature, Public Speaking, Grammar, Research Writing, Editing, Journalism",NONE,Digital Content Creation,NONE,Content Studio,Debate,Chess,Trainee Language Expert,Certified Senior Digital Editor,9238739734,priya.0105@smart.edu
2008777960,TN-STU-2023-09761,Umadevi Murugesan,2001-03-15,Perambalur,Perambalur,"Srinivasan Polytechnic College, Perambalur",B.Sc.,Nursing,2025,6.1,"ICU Management, Medication Administration, Medical Terminology, Surgical Assistance",Anatomy & Physiology,NONE,NONE,General Hospitals,Health Awareness,Kho-Kho,Trainee Pediatric Nurse,Certified Senior Certified Nurse,9720098539,umadevi.7960@smart.edu
8786184880,TN-STU-2020-09762,Kishore Subramanian,2002-05-14,Tiruchirappalli,Thiruverambur,Bharathidasan University,M.A.,Tamil,2025,9.7,"Public Speaking, Research Writing, Translation, Grammar, Editing, Tamil Literature, Creative Writing",Epigraphy,NONE,NONE,News Agency,NONE,Kabaddi,Junior Content Developer,Certified Senior Digital Editor,9361557234,kishore.4880@smart.edu
3495724630,TN-STU-2023-09763,Preethi Udhayam,2004-10-11,Pudukkottai,Viralimalai,"Mount Zion College of Engineering and Technology, Lena Vilakku",B.E.,Electronics & Communication,2024,6.8,"Circuit Design, MATLAB, PCB Design, VLSI, Embedded Systems",NONE,PCB Design Fundamentals,VLSI Design Certified,NONE,NCC,Cricket,Trainee Telecom Engineer,Certified Senior Embedded Developer,9161752344,preethi.4630@smart.edu
3800183799,TN-STU-2022-09764,Kabilan Jayaraman,2003-12-08,Tirupattur,Jolarpet,Anna University,MCA,Computer Science,2023,7.5,"Python, Data Analysis, Flutter, SQL, React, Node.js, Machine Learning",Data Structures,Data Analytics with Python,Azure Fundamentals,NONE,NSS,Chess,Junior Software Engineer,Certified Senior Cloud Engineer,9979035367,kabilan.3799@smart.edu
2727713238,TN-STU-2023-09765,Arun Yuvraj,2000-01-25,Tenkasi,Tenkasi,"Sri Ram Nallamani Yadava College of Pharmacy, Tenkasi",BBA,Business Administration,2026,7.1,"Operations Planning, Leadership, Strategic Planning",Strategic Management,NONE,PMP Foundation,NONE,YRC,Badminton,Junior Management Trainee,Certified Senior Business Development Associate,9971036227,arun.3238@smart.edu
9645208372,TN-STU-2023-09766,Deepasri Y.,2000-02-17,Chennai,Chennai City,"VIT University, Chennai Campus (Kelambakkam)",B.E.,Mechanical Engineering,2025,7.8,"Thermodynamics, Quality Control, Lean Manufacturing",NONE,EV Technology,NONE,Ashok Leyland,NONE,Cricket,Junior Maintenance Engineer,Certified Senior CAD Design Specialist,9556833858,deepasri.8372@smart.edu
2167090638,TN-STU-2022-09767,Indhumathi Omkar,1999-02-13,Thanjavur,Thiruvaiyaru,"P.R. Engineering College, Vallam",B.Sc.,Psychology,2026,7.5,"Group Therapy Facilitation, Mental Health Assessment, Psychometrics, Behavioral Analysis",Developmental Psychology,Child Protection,Art Therapy,Hospitals,NONE,Badminton,Junior Psychological Counselor,Certified Senior Certified Counselor,9465113590,indhumathi.0638@smart.edu
6575467533,TN-STU-2021-09768,Ilakiya Selvaraj,2001-06-02,Chennai,Mylapore,"Ramakrishna Mission Polytechnic College, Mylapore",B.F.A.,Fine Arts,2024,7.9,"Digital Illustration, Portfolio Building, Ceramics",NONE,Graphic Design Tools,Adobe Creative Suite,Design Firms,Cultural Fest,Badminton,Junior Graphic Designer,Certified Senior Animation Artist,9218906540,ilakiya.7533@smart.edu
2357569879,TN-STU-2020-09769,Malathi A.,2000-08-24,Nilgiris,Udhagamandalam,"JSS College of Pharmacy, Ooty",B.F.A.,Fine Arts,2026,9.7,"Ceramics, Graphic Design, Art History, Painting, Digital Illustration",Indian Art Traditions,Visual Communication,Photography Certification,Design Firms,NONE,Kho-Kho,Junior Art Educator,Certified Senior Animation Artist,9692095761,malathi.9879@smart.edu
3116078578,TN-STU-2022-09770,Agilan Babu,2001-07-15,Coimbatore,Coimbatore (South),PSG College of Nursing,M.Sc.,Psychology,2025,9.5,"Counseling, Group Therapy Facilitation, Psychometrics, Social Work, Child Psychology, Behavioral Analysis, Report Writing",Developmental Psychology,Child Protection,CBT Practitioner,Schools,Peer Counseling,NONE,Junior Behavioral Analyst,Certified Senior Certified Counselor,9565262695,agilan.8578@smart.edu
6843193234,TN-STU-2020-09771,Kavin L.,2006-03-14,Chennai,Anna Nagar,"University of Madras, Chepauk/Marina",B.A.,Tamil,2024,9.3,"Translation, Grammar, Creative Writing, Public Speaking, Tamil Literature, Research Writing",History of Tamil Literature,Translation Skills,NONE,NONE,NSS,Chess,Junior Content Developer,Certified Senior Digital Editor,9846303936,kavin.3234@smart.edu
9582825734,TN-STU-2020-09772,Geetha Anbarasu,2007-06-08,Ranipet,Arakkonam,"Government Arts and Science College, Nemili",M.E.,Civil Engineering,2023,7.8,"STAAD Pro, Soil Testing, Surveying, Project Management, Quantity Estimation, Structural Analysis, AutoCAD",NONE,Project Estimation,Green Building (LEED),Real Estate Firms,NONE,NONE,Junior Site Engineer,Certified Senior BIM Associate,9968429940,geetha.5734@smart.edu
2507115731,TN-STU-2023-09773,Kalaiyarasi Yogeswaran,2005-05-20,Erode,Bhavanisagar,"Bannari Amman Institute of Technology (Autonomous), Sathyamangalam",B.E.,Electronics & Communication,2025,6.7,"Circuit Design, PCB Design, IoT, VLSI, Communication Protocols, Embedded Systems",Digital Electronics,NONE,National Instruments LabVIEW,NONE,Electronics Fest,Cricket,Trainee Telecom Engineer,Certified Senior Embedded Developer,9512309358,kalaiyarasi.5731@smart.edu
4859046386,TN-STU-2020-09774,Lakshmi Palani,2008-03-06,Chennai,Egmore,"Madras Veterinary College (TANUVAS), Vepery",M.E.,Electronics & Communication,2023,8.2,"VLSI, Circuit Design, IoT",NONE,5G Technology,Embedded C,Telecom Companies,NCC,Table Tennis,Junior Embedded Systems Engineer,Certified Senior Embedded Developer,9168259598,lakshmi.6386@smart.edu
9028743689,TN-STU-2022-09775,Naveen Anbarasu,2006-03-23,Tiruppur,Kangayam,"Sasurie College of Arts and Science, Vijayamangalam",B.Com,Commerce,2023,9.2,"Banking Operations, Auditing, Tally ERP, Taxation, GST Filing, Cost Accounting, Financial Reporting",Investment Management,Digital Banking,NONE,Retail Finance,Commerce Club,Kabaddi,Junior Accountant,Certified Senior Banking Associate,9152016746,naveen.3689@smart.edu
9677833487,TN-STU-2020-09776,Bakya Ramasamy,1999-03-29,Coimbatore,Pollachi,KMCH Institute of Health Sciences and Research,M.Sc.,Nursing,2023,7.2,"ICU Management, Vital Signs Monitoring, Anatomy",Maternal Health,NONE,Midwifery Cert,NONE,Health Awareness,Athletics,Junior ICU Nurse,Certified Senior Certified Nurse,9155742085,bakya.3487@smart.edu
9724784962,TN-STU-2021-09777,Agalya Inbaraj,2004-08-06,Viluppuram,Vikravandi,IFET College of Engineering,B.F.A.,Fine Arts,2023,6.7,"Art History, Portfolio Building, Digital Illustration",NONE,Digital Art & Animation,NONE,Design Firms,Photography Club,Badminton,Trainee Illustrator,Certified Senior Animation Artist,9844573212,agalya.4962@smart.edu
3027329606,TN-STU-2023-09778,Murugan Linga,2004-07-17,Cuddalore,Panruti,"Thiruvalluvar University Constituent College, Panruti",M.E.,Electronics & Communication,2023,7.8,"Embedded Systems, MATLAB, Communication Protocols, Signal Processing, Circuit Design",Wireless Communications,NONE,Embedded C,NONE,NONE,Badminton,Junior Embedded Systems Engineer,Certified Senior Embedded Developer,9485815960,murugan.9606@smart.edu
4981266535,TN-STU-2023-09779,Prabhu N.,2004-01-01,Cuddalore,Cuddalore,"C.K. College of Engineering and Technology, Cuddalore",B.F.A.,Fine Arts,2023,7.6,"Ceramics, Portfolio Building, Sculpture, Painting, Graphic Design",NONE,Visual Communication,NONE,Ad Agencies,Photography Club,Kho-Kho,Junior Graphic Designer,Certified Senior Animation Artist,9344926756,prabhu.6535@smart.edu
1845043100,TN-STU-2021-09780,Damu Murugesan,2001-02-07,Chengalpattu,Cheyyur,Sree Sastha Institute of Engineering and Technology,M.A.,Tamil,2024,8.3,"Tamil Literature, Translation, Editing, Public Speaking, Research Writing, Grammar",NONE,NONE,Tamil Pandit Certification,Publishing House,NONE,Chess,Junior Editor,Certified Senior Digital Editor,9947630121,damu.3100@smart.edu
6623782492,TN-STU-2021-09781,Narendra Rajan,2007-09-09,Tiruchirappalli,Lalgudi,Indian Institute of Information Technology Tiruchirappalli (IIIT Srirangam),M.E.,Biomedical Engineering,2024,9.5,"Signal Processing, Product Testing, Biomechanics",Biomaterials,Research Documentation,NONE,Research Labs,Health Tech Club,Badminton,Junior Biomedical Engineer,Certified Senior Biomedical Tech Associate,9475653824,narendra.2492@smart.edu
5269459521,TN-STU-2022-09782,Madhavan Suresh,2002-12-15,Mayiladuthurai,Poompuhar,"Dharmapuram Adhinam College of Education, Mayiladuthurai",M.Sc.,Nursing,2026,6.4,"Surgical Assistance, Anatomy, Medical Terminology, Medication Administration",Maternal Health,Healthcare Management,NONE,Community Health Centres,NCC,NONE,Trainee Pediatric Nurse,Certified Senior Certified Nurse,9341336162,madhavan.9521@smart.edu
9201123730,TN-STU-2022-09783,Kavitha Loganathan,2008-04-01,Kancheepuram,Kancheepuram,SASTRA University,B.E.,Biomedical Engineering,2024,8.8,"Biomechanics, AutoCAD, Anatomy Knowledge, Clinical Trials Support, MATLAB, Product Testing, Medical Device Design",NONE,Bioelectronics,Medical Coding,Research Labs,Health Tech Club,Chess,Junior Biomedical Engineer,Certified Senior Biomedical Tech Associate,9492154112,kavitha.3730@smart.edu
1832453158,TN-STU-2022-09784,Giri M.,2008-12-09,Theni,Periyakulam,"Hajee Karutha Rowther Howdia College (Autonomous), Uthamapalayam",B.Tech,Mechanical Engineering,2024,7.9,"Manufacturing Processes, Thermodynamics, Quality Control, Lean Manufacturing, SolidWorks, AutoCAD",NONE,Industry 4.0,Lean Manufacturing,NONE,NONE,NONE,Junior Maintenance Engineer,Certified Senior CAD Design Specialist,9828721183,giri.3158@smart.edu
7974054640,TN-STU-2021-09785,Akash V.,2003-09-18,Nagapattinam,Nagapattinam,"Sir Issac Newton College of Nursing, Nagapattinam",B.E.,Biomedical Engineering,2024,7.9,"Product Testing, Medical Device Design, Signal Processing, AutoCAD",Biomaterials,NONE,AutoCAD Certified,Apollo Hospitals,Health Tech Club,Table Tennis,Junior Clinical Engineer,Certified Senior Biomedical Tech Associate,9688278861,akash.4640@smart.edu
3370887427,TN-STU-2021-09786,Mythili Ponnusamy,1999-10-19,Dindigul,Dindigul,"Pannaikadu Veerammal Paramasivam (PVP) College, Dindigul",M.A.,Tamil,2024,8.2,"Editing, Grammar, Tamil Literature, Public Speaking, Research Writing, Creative Writing",Tamil Grammar,Translation Skills,Translator Certification,Content Studio,NONE,Kabaddi,Junior Editor,Certified Senior Digital Editor,9178303191,mythili.7427@smart.edu
8121817041,TN-STU-2022-09787,Ananya Mohan,1999-01-23,Tiruvannamalai,Tiruvannamalai,"S.K.P. Institute of Technology, Tiruvannamalai",B.Tech,Mechanical Engineering,2025,9.0,"SolidWorks, Lean Manufacturing, MATLAB, AutoCAD",Engineering Design,Green Manufacturing,CREO Designer,SMEs,SAE Collegiate Club,Kabaddi,Junior Design Engineer,Certified Senior CAD Design Specialist,9114562623,ananya.7041@smart.edu
3808407797,TN-STU-2023-09788,Thirumalai Krishnan,2003-11-15,Ramanathapuram,Paramakudi,"Ganapathy College of Education, Paramakudi",M.Sc.,Psychology,2025,7.8,"Social Work, Counseling, Report Writing, Mental Health Assessment, Psychometrics, Group Therapy Facilitation",Developmental Psychology,Child Protection,NONE,NGOs,Peer Counseling,NONE,Junior Psychological Counselor,Certified Senior Certified Counselor,9670143369,thirumalai.7797@smart.edu
1433572887,TN-STU-2022-09789,Hemanth M.,1999-10-20,Pudukkottai,Thirumayam,"Chendhuran College of Engineering and Technology, Thirumayam",BBA,Business Administration,2026,9.0,"Marketing Research, Strategic Planning, CRM, Business Analytics",Marketing Research,NONE,NONE,Logistics Companies,NONE,Badminton,Junior HR Executive,Certified Senior Business Development Associate,9311129366,hemanth.2887@smart.edu
9033646674,TN-STU-2022-09790,Jagan Haran,1999-02-24,Erode,Erode (East),"Kongu College of Education, Erode",B.A.LL.B.,Law,2026,9.7,"Legal Writing, IPC/CrPC Knowledge, Legal Drafting, Intellectual Property, Corporate Law, Legal Research, Contract Negotiation",NONE,Legal Analytics,IP Law Cert,Human Rights NGOs,Debate,Badminton,Junior Corporate Legal Associate,Certified Senior Corporate Lawyer,9423269381,jagan.6674@smart.edu
5011544807,TN-STU-2023-09791,Nandhakumar Pandian,2000-03-31,Karur,Karur,"Cheran School of Nursing, Karur",B.Sc.,Agriculture,2025,6.0,"Organic Farming, Agribusiness, Soil Science, Pest Management",Agroforestry,AgriTech Tools,Agri-Business Management,TNAU Research Farms,NONE,Cricket,Trainee Agronomist,Certified Senior Agri-Business Advisor,9709866548,nandhakumar.4807@smart.edu
1652113294,TN-STU-2021-09792,Gautham Vijaykumar,2001-03-04,Salem,Salem (South),"Jairam Arts and Science College, Salem",M.Tech,Artificial Intelligence,2026,8.0,"Deep Learning, PyTorch, TensorFlow, Computer Vision, NLP",NONE,Data Analytics with Python,NONE,Local Tech Solutions,NSS,Chess,Computer Vision Engineer,Junior Artificial Intelligence Specialist,9544554896,gautham.3294@smart.edu
4065528088,TN-STU-2022-09793,Aravind Palani,2004-02-17,Karur,Kulithalai,"Government Arts and Science College, Kulithalai",M.Com,Commerce,2025,6.1,"Financial Reporting, Accounting, GST Filing, Taxation, Auditing",Investment Management,NONE,GST Practitioner,Retail Finance,Entrepreneurship Cell,Cricket,Trainee Financial Analyst,Certified Senior Banking Associate,9300258558,aravind.8088@smart.edu
5833197723,TN-STU-2022-09794,Alagu Dhandapani,2006-02-16,Chennai,Dr. Radhakrishnan Nagar,"Stella Maris College (Autonomous), Cathedral Road",B.Tech,Artificial Intelligence,2025,9.1,"Deep Learning, PyTorch, TensorFlow, Computer Vision, NLP",Data Structures,Cyber Security Analyst,AWS Practitioner,NONE,Hackathons,Table Tennis,AI Engineer,Junior Artificial Intelligence Specialist,9537021353,alagu.7723@smart.edu
7977569790,TN-STU-2020-09795,Lalitha Balan,2005-06-22,Dindigul,Dindigul,"P.S.N.A. College of Engineering and Technology, Dindigul",M.Com,Commerce,2023,8.8,"GST Filing, Auditing, Accounting",Advanced Accounting,NONE,CPA Foundation,Retail Finance,NONE,Chess,Junior Accountant,Certified Senior Banking Associate,9165501653,lalitha.9790@smart.edu
9062648437,TN-STU-2021-09796,Swetha Prabhu,1999-03-19,Salem,Salem (South),"Ganesh College of Education, Salem",B.Sc.,Nursing,2025,8.2,"Patient Care, Medication Administration, Anatomy, Medical Terminology, ICU Management, Vital Signs Monitoring, Emergency Response",Maternal Health,Medical Coding,Intensive Care Cert,General Hospitals,NONE,NONE,Junior ICU Nurse,Certified Senior Certified Nurse,9383730972,swetha.8437@smart.edu
3685948730,TN-STU-2020-09797,Lokesh J.,2008-10-03,Madurai,Madurai Central,"Tamil Nadu Polytechnic College, Madurai",B.F.A.,Fine Arts,2023,6.6,"Sculpture, Art History, Portfolio Building, Painting, Ceramics",Modern Art,Visual Communication,Photography Certification,NONE,Cultural Fest,Chess,Trainee Illustrator,Certified Senior Animation Artist,9143706824,lokesh.8730@smart.edu
9096542088,TN-STU-2022-09798,Agalya B.,2005-11-15,Tiruchirappalli,Srirangam,Indian Institute of Management Tiruchirappalli (IIM Trichy),B.E.,Biomedical Engineering,2026,8.6,"Clinical Trials Support, AutoCAD, Product Testing, Anatomy Knowledge, Biomechanics, Medical Device Design, MATLAB",Medical Imaging,Research Documentation,AutoCAD Certified,NONE,Health Tech Club,Badminton,Junior Biomedical Engineer,Certified Senior Biomedical Tech Associate,9156649207,agalya.2088@smart.edu
2334497606,TN-STU-2023-09799,Janaki Haran,2007-12-04,Tiruvannamalai,Vandavasi,"Swamy Abedhanandha Polytechnic College, Thellar (Vandavasi)",B.Tech,Electronics & Communication,2023,8.4,"Circuit Design, MATLAB, IoT, Embedded Systems, VLSI, Signal Processing, PCB Design",Digital Electronics,Robotics & PLC,NONE,NONE,IEEE Club,Cricket,Junior Embedded Systems Engineer,Certified Senior Embedded Developer,9499952805,janaki.7606@smart.edu
9836323222,TN-STU-2022-09800,Indira Ponnusamy,2008-02-16,Thiruvallur,Tiruttani,Agri College Killikulam,M.Sc.,Agriculture,2025,6.4,"Agribusiness, Irrigation Management, Greenhouse Management",Precision Agriculture,Drone Farming,Soil Testing Cert,Agri-Startups,Rural Development,Athletics,Trainee Agronomist,Certified Senior Agri-Business Advisor,9698958119,indira.3222@smart.edu
6298627811,TN-STU-2020-09801,Sandhya K.,2002-11-12,Salem,Salem (South),"Vinayaka Mission's Research Foundation (Deemed to be University), Salem",M.A.,English,2026,7.0,"IELTS Coaching, Literature Analysis, SEO Writing",NONE,Soft Skills,TESOL,Magazines,Literary Society,Cricket,Junior Content Writer,Certified Senior Copywriter,9326354801,sandhya.7811@smart.edu
2497987127,TN-STU-2022-09802,Lakshmi S.,2007-09-04,Nagapattinam,Vedaranyam,"Government Arts and Science College, Vedaranyam",M.A.,Tamil,2023,6.4,"Public Speaking, Grammar, Creative Writing, Translation, Journalism, Tamil Literature",Classical Tamil,Tamil Computing,E-Publishing,School,NSS,NONE,Trainee Language Expert,Certified Senior Digital Editor,9492646278,lakshmi.7127@smart.edu
1396443455,TN-STU-2022-09803,Girish Thangam,1999-03-03,Ramanathapuram,Ramanathapuram,"Government Medical College, Ramanathapuram",M.F.A.,Fine Arts,2024,6.0,"Painting, Ceramics, Portfolio Building",Photography Basics,Visual Communication,Photography Certification,Museums,Cultural Fest,NONE,Trainee Illustrator,Certified Senior Animation Artist,9852650994,girish.3455@smart.edu
2732055470,TN-STU-2022-09804,Ram Pandian,2001-05-08,Madurai,Madurai City,Agricultural College Madurai,B.Sc.,Agriculture,2024,8.8,"Crop Science, Remote Sensing, Irrigation Management",Precision Agriculture,NONE,NONE,NONE,NSS,Kho-Kho,Junior Agri Extension Officer,Certified Senior Agri-Business Advisor,9606135464,ram.5470@smart.edu
3245542057,TN-STU-2020-09805,Divya L.,2008-05-27,Tiruchirappalli,Manachanallur,"TRP Engineering College, Irungalur",B.A.,English,2024,7.6,"IELTS Coaching, Literature Analysis, Copywriting, Public Speaking, Phonetics, Proofreading, Linguistics",British Literature,Content Writing,Copywriting Proficiency,Digital Marketing Agency,Literary Society,Football,Junior Content Writer,Certified Senior Copywriter,9586239577,divya.2057@smart.edu
5749234222,TN-STU-2023-09806,Jayamathi Jayaraman,2005-12-21,Coimbatore,Singanallur,Ganga Medical Centre and Hospital College of Nursing,B.Tech,Computer Science,2024,6.4,"DSA, Java, Flutter",NPTEL AI/ML,Data Analytics with Python,CISCO CCNA,NONE,NONE,NONE,Trainee Systems Architect,Certified Senior Cloud Engineer,9611211541,jayamathi.4222@smart.edu
7906261615,TN-STU-2021-09807,Laksha Ethiraj,1999-04-05,Chennai,Adyar,Patrician College,M.Com,Commerce,2025,7.0,"Banking Operations, Accounting, GST Filing, Tally ERP, Taxation",Investment Management,NONE,CPA Foundation,Retail Finance,Commerce Club,Chess,Junior Audit Assistant,Certified Senior Banking Associate,9541391754,laksha.1615@smart.edu
6682931838,TN-STU-2021-09808,Deepasri Palani,2005-06-30,Nagapattinam,Nagapattinam,"Tamil Nadu Dr. J. Jayalalithaa Fisheries University, Nagapattinam",LL.B.,Law,2026,8.4,"Corporate Law, Litigation Support, Contract Negotiation, Legal Drafting, Intellectual Property, Legal Research",Human Rights Law,Court Procedures,IP Law Cert,Corporate Legal Cell,Debate,Badminton,Junior Junior Advocate,Certified Senior Corporate Lawyer,9549627070,deepasri.1838@smart.edu
5126963379,TN-STU-2020-09809,Sandhya Velayudham,2003-06-24,Pudukkottai,Alangudi,"Mookambigai College of Engineering, Keeranur",M.Sc.,Agriculture,2026,6.0,"Organic Farming, Pest Management, Greenhouse Management",Soil Health,Agri-Marketing,Organic Farming Cert,Agri-Startups,NONE,Cricket,Trainee Agronomist,Certified Senior Agri-Business Advisor,9788473936,sandhya.3379@smart.edu
1016472813,TN-STU-2021-09810,Agalya Suresh,2005-08-19,Coimbatore,Pollachi,KMCH Institute of Health Sciences and Research,B.Tech,Electronics & Communication,2024,9.1,"VLSI, Communication Protocols, Circuit Design, MATLAB, Signal Processing, PCB Design",VLSI Design,Robotics & PLC,NONE,DRDO Labs,NCC,Chess,Junior Electronics Engineer,Certified Senior Embedded Developer,9307126534,agalya.2813@smart.edu
8862672034,TN-STU-2022-09811,Varun Karthik,2004-03-22,Kanniyakumari,Vilavancode,CEG Anna University,B.E.,Electronics & Communication,2024,9.5,"PCB Design, MATLAB, Signal Processing, Circuit Design",NONE,Robotics & PLC,NONE,Electronics SMEs,Electronics Fest,Table Tennis,Junior Electronics Engineer,Certified Senior Embedded Developer,9838745372,varun.2034@smart.edu
2552544809,TN-STU-2020-09812,Ahila I.,2002-09-13,Madurai,Thirumangalam,"Vickram College of Engineering, Enathi",M.Com,Commerce,2024,7.3,"Auditing, Cost Accounting, Taxation, Banking Operations",NONE,NONE,GST Practitioner,NONE,Commerce Club,Kabaddi,Junior Audit Assistant,Certified Senior Banking Associate,9199415362,ahila.4809@smart.edu
9962555560,TN-STU-2020-09813,Deepak Devadass,2002-01-19,Chennai,Dr. Radhakrishnan Nagar,"Stella Maris College (Autonomous), Cathedral Road",B.F.A.,Fine Arts,2025,8.0,"Digital Illustration, Portfolio Building, Ceramics, Graphic Design, Sculpture, Painting",NONE,Event Design,Graphic Design Cert,NONE,Art Exhibition,Kho-Kho,Junior Graphic Designer,Certified Senior Animation Artist,9621102532,deepak.5560@smart.edu
1236603530,TN-STU-2022-09814,Hari Ganesan,2000-12-25,Thanjavur,Papanasam,"As-salam College of Engineering and Technology, Aduthurai",B.Sc.,Nursing,2024,6.9,"Patient Care, Anatomy, Medication Administration, Emergency Response",NONE,Infection Control,NONE,General Hospitals,NCC,Athletics,Trainee Pediatric Nurse,Certified Senior Certified Nurse,9633255685,hari.3530@smart.edu
9945971397,TN-STU-2022-09815,Chandru T.,2008-12-20,Chennai,Perambur,"CTTE College for Women, Perambur",M.Sc.,Agriculture,2025,9.9,"Greenhouse Management, Crop Science, Soil Science, Pest Management",Agroforestry,NONE,Organic Farming Cert,Agri-Startups,Rural Development,Kho-Kho,Junior Agri Extension Officer,Certified Senior Agri-Business Advisor,9942287328,chandru.1397@smart.edu
