UMIS number,studentID,name,dob,district,block,college_name,degree,department,year_of_passing,cgpa,skills,swayam_course,naan_mudhalvan_course,certifications,internships,extra_curricular_activities,sports,predicted_academic_job_role,predicted_skill_job_role
2223163666,TN-STU-2022-07802,Jyothi Velayudham,2003-05-19,Tiruchirappalli,Ambur,Patrician College,M.Com,Commerce,2023.0,6.0,"Auditing, Accounting, GST Filing, Financial Reporting, Banking Operations",Advanced Accounting,Digital Banking,CA Intermediate,Banks,Entrepreneurship Cell,Chess,Trainee Financial Analyst,Certified Senior Banking Associate
3642167768,TN-STU-2021-07803,Laksha Venkatesan,2007-08-31,Thanjavur,Jolarpet,Coimbatore Institute of Tech,M.E.,Electronics & Communication,2023.0,8.1,"Signal Processing, IoT, PCB Design, VLSI",,,VLSI Design Certified,,IEEE Club,Table Tennis,Junior Embedded Systems Engineer,Certified IoT Specialist
7399428067,TN-STU-2022-07804,Maran Jayaraman,2003-04-11,Salem,Mannargudi,Loyola College,BBA,Business Administration,2025.0,7.2,"Leadership, HR Management, Operations Planning, Supply Chain, Marketing Research, Business Analytics, CRM",Organizational Behavior,Retail Management,Six Sigma Green Belt,HR Firms,YRC,Football,Junior Management Trainee,Certified Senior Business Development Associate
1975392666,TN-STU-2020-07805,Yuvaraj Kamaraj,2008-05-20,Tiruchirappalli,Uthiramerur,Government Law College Chennai,LL.B.,Law,2026.0,7.1,"Corporate Law, Legal Writing, Legal Research, Legal Drafting, IPC/CrPC Knowledge",,Legal Analytics,IP Law Cert,,Legal Aid Club,Football,Junior Junior Advocate,Certified Dispute Resolution Expert
3101556156,TN-STU-2023-07806,Indhumathi Rajan,2001-06-16,Coimbatore,Killiyoor,Madurai Kamaraj University,M.A.,English,2025.0,9.7,"SEO Writing, Phonetics, Proofreading, Literature Analysis",Spoken English,Professional Communication,Copywriting Proficiency,,Literary Society,Football,Junior Communications Associate,Certified Corporate Trainer
8431292519,TN-STU-2021-07807,Aadesh Jayaraman,2000-02-07,Vellore,Avadi,DG Vaishnav College,M.Com,Commerce,2023.0,9.8,"Taxation, GST Filing, Banking Operations, Tally ERP",Advanced Accounting,Stock Market Analysis,GST Practitioner,Retail Finance,,Chess,Junior Accountant,Certified Senior Banking Associate
1038406041,TN-STU-2023-07808,Dhanya Y.,2004-03-03,Madurai,Nagercoil,SIET College,B.Sc.,Psychology,2024.0,9.2,"Child Psychology, Mental Health Assessment, Report Writing",Positive Psychology,,HR Analytics,,NSS,Chess,Junior Behavioral Analyst,Certified HR People Strategy
7196817701,TN-STU-2023-07809,Ajith Palani,2001-09-29,Thoothukudi,Thiruvarur,Government College of Fine Arts Chennai,B.F.A.,Fine Arts,2023.0,6.6,"Portfolio Building, Photography, Sculpture, Digital Illustration, Art History",Indian Art Traditions,Visual Communication,Adobe Creative Suite,,Photography Club,,Trainee Illustrator,Certified Creative Designer
9370005384,TN-STU-2020-07810,Priya Anbarasu,2004-01-12,Tiruchirappalli,Ponneri,Ethiraj College,B.Sc.,Psychology,2024.0,7.2,"Behavioral Analysis, Social Work, Child Psychology, Mental Health Assessment, Counseling",Counseling Theories,Counselling Practices,Counseling Psychologist Cert,Hospitals,YRC,Yoga,Junior Psychological Counselor,Certified Senior Certified Counselor
1675614662,TN-STU-2020-07811,Nitya Natesan,2003-07-10,Madurai,Gummidipoondi,SRM University,B.E.,Biomedical Engineering,2026.0,9.9,"Clinical Trials Support, Signal Processing, Medical Device Design, AutoCAD, Product Testing, Anatomy Knowledge",Biomaterials,Medical Device Regulation,Medical Coding,,,Table Tennis,Junior Biomedical Engineer,Certified Clinical Systems Engineer
2651857665,TN-STU-2022-07812,Anandhi Yogeswaran,2002-02-26,Madurai,Nannilam,Alagappa University,B.A.,English,2026.0,8.7,"Linguistics, Literature Analysis, Copywriting, Proofreading, Public Speaking, SEO Writing",Modern Linguistics,Soft Skills,Copywriting Proficiency,,,Tennis,Junior Communications Associate,Certified Corporate Trainer
1458490452,TN-STU-2021-07813,Maya Loganathan,2002-02-12,Thoothukudi,Poonamallee,TNAU Coimbatore,M.Sc.,Agriculture,2025.0,8.4,"Crop Science, Greenhouse Management, Irrigation Management, Remote Sensing",,Post Harvest Management,Agri-Business Management,NGOs,Rural Development,Kabaddi,Junior Agriculture Officer,Certified Senior Agri-Business Advisor
1512564635,TN-STU-2022-07814,Advaita Iyyappan,2006-05-05,Coimbatore,Colachal,School of Excellence in Law,B.A.LL.B.,Law,2024.0,9.8,"Contract Negotiation, Legal Research, Legal Writing, Corporate Law, IPC/CrPC Knowledge, Legal Drafting, Litigation Support",,Legal Analytics,Bar Council Enrollment,High Court Chambers,Moot Court,Football,Junior Corporate Legal Associate,Certified Senior Corporate Lawyer
5334426990,TN-STU-2021-07815,Dharani Rathinam,2000-03-20,Chennai,Avadi,DG Vaishnav College,B.Com,Commerce,2026.0,7.3,"Financial Reporting, Cost Accounting, Taxation, Tally ERP, GST Filing, Auditing, Banking Operations",Banking & Insurance,Stock Market Analysis,GST Practitioner,Share Broking Firm,Entrepreneurship Cell,Cricket,Junior Audit Assistant,Certified Senior Banking Associate
9514148784,TN-STU-2022-07816,Alagu E.,2002-06-07,Erode,Thiruvarur,Government College of Fine Arts Chennai,M.F.A.,Fine Arts,2023.0,8.7,"Portfolio Building, Digital Illustration, Sculpture",Modern Art,Event Design,Adobe Creative Suite,Ad Agencies,Art Exhibition,Badminton,Junior Art Educator,Certified Senior Animation Artist
8377616022,TN-STU-2020-07817,Pavithra Suresh,2006-09-26,Namakkal,Thiruvarur,Government College of Fine Arts Chennai,B.F.A.,Fine Arts,2026.0,8.5,"Art History, Photography, Portfolio Building, Graphic Design, Ceramics, Painting, Sculpture",Indian Art Traditions,,Visual Art Diploma,Animation Studios,Cultural Fest,,Junior Art Educator,Certified Senior Animation Artist
7664578702,TN-STU-2022-07818,Agalya Gunaseelan,2004-10-02,Chennai,Avadi,DG Vaishnav College,M.Com,Commerce,2023.0,7.0,"Auditing, Financial Reporting, Banking Operations, Taxation, Tally ERP, GST Filing",Investment Management,Stock Market Analysis,Tally Prime Certified,CA Firms,Commerce Club,Chess,Junior Audit Assistant,Certified Senior Banking Associate
4085419721,TN-STU-2023-07819,Ishwar Dharmalingam,2006-05-28,Erode,Kanniyakumari,Government College of Fine Arts Kumbakonam,M.F.A.,Fine Arts,2025.0,9.9,"Graphic Design, Art History, Ceramics, Painting, Sculpture, Portfolio Building",,,Photography Certification,Animation Studios,,Badminton,Junior Art Educator,Certified Senior Animation Artist
4972518020,TN-STU-2022-07820,Yamuna Gunaseelan,2008-01-07,Vellore,Palladam,KG College of Nursing,B.Sc.,Nursing,2023.0,8.5,"Emergency Response, Surgical Assistance, Medication Administration, Medical Terminology, ICU Management",Basic Life Support,,Midwifery Cert,,Health Awareness,Kabaddi,Junior Community Health Worker,Certified Clinical Nurse Specialist
2806527030,TN-STU-2020-07821,Thamarai Selvaraj,1999-04-22,Thoothukudi,Thiruverambur,Bharathidasan University,M.A.,Tamil,2026.0,10.0,"Journalism, Translation, Public Speaking, Research Writing, Tamil Literature",Epigraphy,Translation Skills,,,Cultural Events,Athletics,Junior Content Developer,Junior Digital Editor
9925561128,TN-STU-2020-07822,Ilango Kamaraj,2003-04-03,Chennai,Jolarpet,Anna University,B.Sc.,Computer Science,2025.0,8.0,"Node.js, DevOps, SQL, Machine Learning",,,AWS Practitioner,Wipro,,Table Tennis,Junior Software Engineer,Certified Senior Cloud Engineer
6621699259,TN-STU-2021-07823,Yuvaraj Yuvraj,1999-07-06,Coimbatore,Ambur,SSN College of Engineering,B.Tech,Computer Science,2025.0,8.8,"Cloud Computing, Data Analysis, React, Java, Python, Machine Learning, DSA",Cloud Computing Foundation,,Google Data Analytics,TCS,NSS,Chess,Junior Data Analyst,Certified Senior Cloud Engineer
2683002588,TN-STU-2023-07824,Priya Inbaraj,2004-01-15,Salem,Kancheepuram,SASTRA University,M.E.,Biomedical Engineering,2025.0,7.4,"MATLAB, Signal Processing, Product Testing, AutoCAD, Medical Device Design",,Research Documentation,AutoCAD Certified,Apollo Hospitals,Health Tech Club,Badminton,Junior Clinical Engineer,Certified Senior Biomedical Tech Associate
1231028066,TN-STU-2020-07825,Rani Umapathi,2003-01-12,Coimbatore,Thiruvarur,Government College of Fine Arts Chennai,B.F.A.,Fine Arts,2023.0,8.8,"Digital Illustration, Graphic Design, Portfolio Building, Painting",Indian Art Traditions,,Photography Certification,Ad Agencies,,Chess,Junior Art Educator,Certified Senior Animation Artist
7899316655,TN-STU-2020-07826,Nayagi Anbazhagan,1999-04-12,Kallakurichi,Uthiramerur,Government Law College Chennai,LL.B.,Law,2026.0,6.2,"Legal Research, Legal Drafting, Legal Writing, Litigation Support, IPC/CrPC Knowledge",Environmental Law,Corporate Drafting,,,Legal Aid Club,Badminton,Trainee Legal Consultant,Junior Corporate Lawyer
9334554002,TN-STU-2021-07827,Akash Dharmalingam,2002-06-08,Erode,Killiyoor,Sri Ramachandra University,B.Sc.,Nursing,2024.0,9.2,"ICU Management, Medication Administration, Anatomy, Surgical Assistance, Emergency Response",Medical Microbiology,,,,Health Awareness,Volleyball,Junior Community Health Worker,Junior Certified Nurse
3129233755,TN-STU-2023-07828,Kavin M.,2002-03-07,Chennai,Vilavancode,CEG Anna University,B.Tech,Electronics & Communication,2026.0,8.3,"Circuit Design, Communication Protocols, IoT",Microcontrollers,IoT & Automation,Embedded C,Electronics SMEs,Ham Radio,,Junior Embedded Systems Engineer,Certified Senior Embedded Developer
3952665884,TN-STU-2023-07829,Bala Anbarasu,2002-11-26,Kallakurichi,Thiruthuraipoondi,Coimbatore Institute of Technology,M.E.,Mechanical Engineering,2025.0,7.0,"AutoCAD, Thermodynamics, CNC Programming, SolidWorks, Manufacturing Processes, MATLAB",Manufacturing Engineering,Industry 4.0,,,,,Junior Maintenance Engineer,Junior CAD Design Specialist
6731660328,TN-STU-2020-07830,Eshwari Thangam,1999-09-29,Tirunelveli,Thiruvallur,Manipal Institute,M.E.,Biomedical Engineering,2024.0,9.5,"Clinical Trials Support, Medical Device Design, MATLAB, Signal Processing",Biomedical Signals,Healthcare IoT,LabVIEW Developer,Apollo Hospitals,IEEE EMBS,Chess,Junior Biomedical Engineer,Certified Senior Biomedical Tech Associate
2629071040,TN-STU-2022-07831,Meera Thangam,1999-03-24,Thanjavur,Kanniyakumari,Government College of Fine Arts Kumbakonam,B.F.A.,Fine Arts,2023.0,10.0,"Art History, Photography, Portfolio Building, Digital Illustration, Ceramics, Sculpture",Art Appreciation,Event Design,,Design Firms,Cultural Fest,Chess,Junior Art Educator,Associate Digital Illustrator
2224977896,TN-STU-2023-07832,Oviya S.,2006-03-14,Salem,Kancheepuram,SASTRA University,B.E.,Biomedical Engineering,2025.0,8.1,"MATLAB, Clinical Trials Support, Biomechanics, AutoCAD, Product Testing, Anatomy Knowledge, Signal Processing",,Research Documentation,LabVIEW Developer,Medical Device Startups,Robotics,Chess,Junior Clinical Engineer,Certified Senior Biomedical Tech Associate
9313554572,TN-STU-2023-07833,Natarajan Rajan,2005-08-11,Kallakurichi,Ambur,Patrician College,M.Com,Commerce,2024.0,8.5,"Tally ERP, Accounting, GST Filing, Banking Operations",,,CPA Foundation,Banks,Commerce Club,Kabaddi,Junior Accountant,Certified Senior Banking Associate
9275177955,TN-STU-2023-07834,Revathi D.,2007-01-03,Chennai,Ambur,Patrician College,M.Com,Commerce,2024.0,7.6,"Taxation, Cost Accounting, Financial Reporting, Banking Operations, GST Filing",Advanced Accounting,FinTech,Tally Prime Certified,CA Firms,NSS,Chess,Junior Audit Assistant,Certified Senior Banking Associate
5163813181,TN-STU-2022-07835,Oviyan V.,2008-02-01,Namakkal,Palladam,KG College of Nursing,M.Sc.,Nursing,2024.0,6.4,"Medication Administration, Patient Care, Vital Signs Monitoring, Emergency Response, Medical Terminology",Maternal Health,,Intensive Care Cert,Specialty Clinics,First Aid Camp,Athletics,Trainee Pediatric Nurse,Certified Senior Certified Nurse
9149227177,TN-STU-2020-07836,Agilan Ganesan,2006-01-15,Thanjavur,Avadi,DG Vaishnav College,B.Com,Commerce,2024.0,7.6,"Auditing, GST Filing, Financial Reporting, Banking Operations, Accounting",Banking & Insurance,Stock Market Analysis,,Share Broking Firm,Commerce Club,Kho-Kho,Junior Audit Assistant,Associate FinTech Analyst
4273742491,TN-STU-2021-07837,Agilan Dhandapani,2001-07-10,Thanjavur,Jolarpet,Anna University,B.Sc.,Computer Science,2025.0,9.9,"Flutter, SQL, Data Analysis, Cybersecurity",,Blockchain,,,IEEE,Table Tennis,Junior Data Analyst,Junior Cloud Engineer
7285497852,TN-STU-2020-07838,Jayan Chinnasamy,1999-08-19,Tiruchirappalli,Poonamallee,PSG College of Arts & Science,B.Com,Commerce,2025.0,8.3,"Tally ERP, Financial Reporting, Auditing, Accounting, GST Filing, Taxation",,,GST Practitioner,Retail Finance,Entrepreneurship Cell,Kabaddi,Junior Audit Assistant,Certified Senior Banking Associate
3813310286,TN-STU-2021-07839,Harini N.,2003-01-19,Kallakurichi,Kanniyakumari,Government College of Fine Arts Kumbakonam,B.F.A.,Fine Arts,2024.0,6.7,"Photography, Sculpture, Portfolio Building, Graphic Design",Art Appreciation,Visual Communication,Photography Certification,,Cultural Fest,Badminton,Trainee Illustrator,Certified Creative Designer
1870803000,TN-STU-2022-07840,Ram S.,2008-12-27,Erode,Jolarpet,Coimbatore Institute of Tech,B.E.,Electronics & Communication,2026.0,6.6,"Embedded Systems, Communication Protocols, Circuit Design, Signal Processing, VLSI, MATLAB",Microcontrollers,PCB Design Fundamentals,VLSI Design Certified,DRDO Labs,,Cricket,Trainee Telecom Engineer,Certified Senior Embedded Developer
8326597430,TN-STU-2022-07841,Sumathi Venkatesan,2003-01-24,Vellore,Poonamallee,Stella Maris College,M.Sc.,Psychology,2024.0,6.1,"Social Work, Behavioral Analysis, Child Psychology, Psychometrics, Mental Health Assessment, Counseling",Developmental Psychology,Counselling Practices,HR Analytics,NGOs,NSS,,Trainee School Counselor,Certified Senior Certified Counselor
7678865515,TN-STU-2021-07842,Paari Suresh,2005-04-04,Thanjavur,Kanniyakumari,Government College of Fine Arts Kumbakonam,M.F.A.,Fine Arts,2025.0,9.6,"Ceramics, Portfolio Building, Painting",Indian Art Traditions,Event Design,Photography Certification,,,Chess,Junior Art Educator,Certified Creative Designer
1381861083,TN-STU-2020-07843,Ilakiya Ganesan,2004-05-10,Chennai,Thiruthuraipoondi,Coimbatore Institute of Technology,B.Tech,Mechanical Engineering,2024.0,8.0,"Lean Manufacturing, Thermodynamics, AutoCAD, Manufacturing Processes",,EV Technology,Six Sigma Yellow Belt,,,Cricket,Junior Maintenance Engineer,Certified EV Systems Engineer
7004738577,TN-STU-2020-07844,Dhanya Yuvraj,2007-03-13,Tirunelveli,Poonamallee,Stella Maris College,B.Sc.,Psychology,2023.0,7.2,"Report Writing, Social Work, Child Psychology",Abnormal Psychology,,HR Analytics,NGOs,Awareness Camps,Badminton,Junior Psychological Counselor,Certified Senior Certified Counselor
9269546462,TN-STU-2021-07845,Cheliyan Murugesan,1999-07-03,Thanjavur,Kumbakonam,Government College of Engineering Salem,M.E.,Mechanical Engineering,2024.0,7.1,"MATLAB, Quality Control, Lean Manufacturing, CNC Programming, Manufacturing Processes, SolidWorks, Thermodynamics",Fluid Mechanics,,,Manufacturing Plants,SAE Collegiate Club,Cricket,Junior Maintenance Engineer,Associate Manufacturing Associate
5710618907,TN-STU-2022-07846,Farzana S.,1999-11-14,Tiruchirappalli,Ambur,Government College of Engineering Tirunelveli,B.Tech,Civil Engineering,2023.0,8.6,"Surveying, Quantity Estimation, Site Supervision, Structural Analysis, AutoCAD, Project Management",Environmental Engineering,Geo-Technical Analysis,,TNHB,,Volleyball,Junior Project Coordinator,Associate Construction Specialist
1096715554,TN-STU-2023-07847,Chitra D.,2006-10-31,Kallakurichi,Kanniyakumari,Government College of Fine Arts Kumbakonam,B.F.A.,Fine Arts,2024.0,8.5,"Ceramics, Sculpture, Art History, Portfolio Building, Painting, Graphic Design, Digital Illustration",Photography Basics,Graphic Design Tools,Adobe Creative Suite,Ad Agencies,Cultural Fest,Chess,Junior Art Educator,Certified Senior Animation Artist
8463325352,TN-STU-2020-07848,Sathan Natesan,2002-03-01,Vellore,Thiruthuraipoondi,Kongu Engineering College,B.Tech,Civil Engineering,2023.0,6.3,"Structural Analysis, AutoCAD, Soil Testing",Construction Management,Building Information Modelling,AutoCAD Civil 3D,L&T Construction,NSS,Kabaddi,Trainee Structural Engineer,Certified Senior BIM Associate
9321327451,TN-STU-2021-07849,Mutharasan Thirunavukkarasu,2002-08-23,Tirunelveli,Thiruverambur,Bharathidasan University,M.A.,Tamil,2024.0,6.1,"Tamil Literature, Grammar, Editing, Translation, Research Writing",Classical Tamil,,,Content Studio,Cultural Events,Chess,Trainee Language Expert,Associate Tamil Content Specialist
3675890280,TN-STU-2023-07850,Damu Ramesh,2005-11-02,Erode,Nagercoil,SIET College,B.Sc.,Psychology,2026.0,9.7,"Psychometrics, Mental Health Assessment, Group Therapy Facilitation",,Counselling Practices,,,NSS,Kho-Kho,Junior Behavioral Analyst,Junior Certified Counselor
5852147290,TN-STU-2020-07851,Nallan K.,2007-01-11,Tiruchirappalli,Poonamallee,PSG College of Arts & Science,M.Com,Commerce,2024.0,6.2,"Financial Reporting, Accounting, Banking Operations, GST Filing, Tally ERP",Banking & Insurance,FinTech,,Share Broking Firm,Entrepreneurship Cell,Cricket,Trainee Financial Analyst,Associate FinTech Analyst
1639623845,TN-STU-2020-07852,Vignesh Krishnan,1999-03-02,Madurai,Kanniyakumari,Government College of Fine Arts Kumbakonam,M.F.A.,Fine Arts,2026.0,9.3,"Portfolio Building, Painting, Sculpture, Digital Illustration, Graphic Design, Ceramics, Art History",,,Adobe Creative Suite,,Photography Club,Chess,Junior Art Educator,Certified Creative Designer
3155898540,TN-STU-2022-07853,Raji I.,2000-10-10,Chennai,Ambur,SSN College of Engineering,MCA,Computer Science,2024.0,7.5,"DevOps, Cybersecurity, Node.js, Cloud Computing",,Full Stack Development,Azure Fundamentals,Tech Startups,,Football,Junior Software Engineer,Certified Senior Cloud Engineer
2338433898,TN-STU-2020-07854,Malarvizhi R.,2002-10-04,Tiruchirappalli,Thiruvallur,Manipal Institute,B.Tech,Biomedical Engineering,2023.0,8.4,"Anatomy Knowledge, Biomechanics, MATLAB, Clinical Trials Support, AutoCAD, Product Testing",Medical Imaging,Healthcare IoT,CBET Preparation,,IEEE EMBS,Badminton,Junior Clinical Engineer,Certified Clinical Systems Engineer
8625908868,TN-STU-2020-07855,Pavithra Natesan,2008-04-03,Chennai,Poonamallee,Stella Maris College,M.Sc.,Psychology,2023.0,9.2,"Social Work, Behavioral Analysis, Counseling, Psychometrics, Mental Health Assessment, Report Writing",,,,Schools,NSS,Badminton,Junior Behavioral Analyst,Associate Mental Wellness Coach
5263279968,TN-STU-2022-07856,Geetha Karthik,2008-04-05,Chennai,Killiyoor,Sri Ramachandra University,M.Sc.,Nursing,2025.0,7.5,"Surgical Assistance, Medical Terminology, Emergency Response, Anatomy, ICU Management",,Medical Coding,BLS/ACLS Certified,General Hospitals,NCC,Volleyball,Junior ICU Nurse,Certified Senior Certified Nurse
6832888531,TN-STU-2023-07857,Sanjay Velu,2001-10-12,Thoothukudi,Kanniyakumari,Government College of Fine Arts Kumbakonam,B.F.A.,Fine Arts,2023.0,7.1,"Painting, Sculpture, Art History, Photography",Indian Art Traditions,,Adobe Creative Suite,,Photography Club,Kho-Kho,Junior Graphic Designer,Certified Creative Designer
2507979698,TN-STU-2020-07858,Kavin C.,1999-02-03,Salem,Kanniyakumari,Government College of Fine Arts Kumbakonam,M.F.A.,Fine Arts,2026.0,9.4,"Painting, Sculpture, Digital Illustration, Photography, Graphic Design, Ceramics, Portfolio Building",Indian Art Traditions,,Visual Art Diploma,Animation Studios,,Yoga,Junior Art Educator,Certified Senior Animation Artist
2017165671,TN-STU-2020-07859,Maran Chinnasamy,2007-06-22,Kallakurichi,Tiruttani,PSG Tech,B.E.,Electronics & Communication,2025.0,8.5,"MATLAB, Communication Protocols, Signal Processing, VLSI",Digital Electronics,,IoT Foundation,Telecom Companies,,Badminton,Junior Electronics Engineer,Certified Senior Embedded Developer
3870044476,TN-STU-2022-07860,Vaishnavi G.,2001-03-25,Thoothukudi,Thiruvallur,VIT Vellore,B.Tech,Computer Science,2023.0,6.0,"DSA, Machine Learning, Cybersecurity, Java, Node.js, Data Analysis",,Cyber Security Analyst,,Local Tech Solutions,,Table Tennis,Trainee Systems Architect,Associate Data Scientist
6056969565,TN-STU-2020-07861,Gokul Iyyappan,2007-07-03,Namakkal,Ambur,Government College of Engineering Tirunelveli,B.Tech,Civil Engineering,2025.0,7.0,"Site Supervision, Project Management, AutoCAD",Structural Engineering,,,TNHB,NSS,,Junior Site Engineer,Associate Construction Specialist
3637997084,TN-STU-2023-07862,Raji T.,2004-03-28,Kallakurichi,Colachal,Thiagarajar CE,B.Tech,Mechanical Engineering,2026.0,9.6,"Thermodynamics, Lean Manufacturing, Quality Control, Manufacturing Processes, CNC Programming",,Green Manufacturing,Six Sigma Yellow Belt,,Make in India Hackathon,Athletics,Junior Design Engineer,Certified EV Systems Engineer
3044583474,TN-STU-2023-07863,Roshini V.,1999-06-26,Coimbatore,Thiruvallur,VISTAS Chennai,BBA,Business Administration,2025.0,9.8,"Strategic Planning, Marketing Research, Business Analytics, Supply Chain",,CRM Specialist,PMP Foundation,,B-Plan Competitions,Badminton,Junior HR Executive,Certified Digital Marketer
9468814793,TN-STU-2022-07864,Damini Thirunavukkarasu,2008-01-18,Erode,Killiyoor,Madurai Kamaraj University,B.A.,English,2023.0,6.7,"Proofreading, Linguistics, Phonetics, SEO Writing, Copywriting, Literature Analysis, Public Speaking",,Content Writing,Copywriting Proficiency,Digital Marketing Agency,,Badminton,Trainee Editorial Assistant,Certified Senior Copywriter
8945161408,TN-STU-2023-07865,Vinoth N.,2008-04-09,Salem,Thiruverambur,Bharathidasan University,B.A.,Tamil,2024.0,8.2,"Editing, Research Writing, Grammar",History of Tamil Literature,,,Content Studio,Cultural Events,,Junior Editor,Associate Tamil Content Specialist
3471910034,TN-STU-2020-07866,Hari Marimuthu,1999-07-16,Namakkal,Kanniyakumari,Agricultural College Madurai,M.Sc.,Agriculture,2026.0,9.4,"Crop Science, Soil Science, Remote Sensing, Agribusiness, Organic Farming, Irrigation Management",,Post Harvest Management,Organic Farming Cert,,NSS,Kho-Kho,Junior Agri Extension Officer,Certified AgriTech Analyst
4242650753,TN-STU-2022-07867,Ilamaran Rajan,2008-06-07,Coimbatore,Kanniyakumari,Government College of Fine Arts Kumbakonam,M.F.A.,Fine Arts,2024.0,7.8,"Ceramics, Painting, Portfolio Building, Photography, Graphic Design, Digital Illustration",Art Appreciation,Digital Art & Animation,Photography Certification,,NSS,Kho-Kho,Junior Graphic Designer,Certified Creative Designer
3219402617,TN-STU-2021-07868,Logeshwari Sivakumar,2005-08-07,Namakkal,Uthiramerur,PSG IMS & Research,M.Sc.,Nursing,2024.0,9.4,"Medical Terminology, ICU Management, Patient Care, Vital Signs Monitoring",,Medical Coding,Intensive Care Cert,Community Health Centres,,Kho-Kho,Junior Community Health Worker,Certified Senior Certified Nurse
3915557209,TN-STU-2023-07869,Shanti Dhandapani,2006-04-29,Tiruchirappalli,Thiruvallur,Manipal Institute,M.E.,Biomedical Engineering,2025.0,10.0,"Medical Device Design, AutoCAD, Product Testing, Signal Processing",,Bioelectronics,Medical Coding,Medical Device Startups,Health Tech Club,Table Tennis,Junior Biomedical Engineer,Certified Senior Biomedical Tech Associate
5969502559,TN-STU-2022-07870,Palanisamy Suresh,2001-11-06,Salem,Killiyoor,Madurai Kamaraj University,M.A.,English,2026.0,9.8,"Copywriting, IELTS Coaching, Public Speaking, Linguistics, Phonetics, Literature Analysis, SEO Writing",British Literature,Content Writing,TESOL,Digital Marketing Agency,Literary Society,Badminton,Junior Communications Associate,Certified Senior Copywriter
1657146019,TN-STU-2023-07871,Basith U.,2008-03-09,Erode,Ambur,Patrician College,B.Com,Commerce,2023.0,9.5,"Tally ERP, Accounting, Cost Accounting, GST Filing, Taxation, Banking Operations",,GST & Taxation,,,Entrepreneurship Cell,Kabaddi,Junior Accountant,Junior Banking Associate
1592402701,TN-STU-2022-07872,Girish Sekar,2000-04-26,Coimbatore,Poonamallee,PSG College of Arts & Science,B.Com,Commerce,2024.0,9.1,"GST Filing, Taxation, Auditing, Financial Reporting, Accounting, Banking Operations",Advanced Accounting,,CPA Foundation,CA Firms,,Kabaddi,Junior Accountant,Certified Senior Banking Associate
7710910678,TN-STU-2020-07873,Indran Rajan,2002-10-13,Madurai,Ambur,Patrician College,M.Com,Commerce,2023.0,6.1,"Banking Operations, Accounting, Auditing, Cost Accounting",,,,,Entrepreneurship Cell,Chess,Trainee Financial Analyst,Junior Banking Associate
4445979537,TN-STU-2023-07874,Omprakash Sivakumar,2006-02-01,Madurai,Mannargudi,Loyola College,BBA,Business Administration,2023.0,8.3,"Strategic Planning, CRM, Operations Planning, Supply Chain",Strategic Management,Digital Marketing,HR Generalist,Logistics Companies,Marketing Club,Table Tennis,Junior Management Trainee,Certified Senior Business Development Associate
7322661559,TN-STU-2022-07875,Usha Yuvraj,1999-10-01,Vellore,Ponneri,Ethiraj College,B.Sc.,Psychology,2024.0,8.3,"Counseling, Child Psychology, Behavioral Analysis",Positive Psychology,Child Protection,HR Analytics,NGOs,NSS,Badminton,Junior Psychological Counselor,Certified Senior Certified Counselor
8856393905,TN-STU-2022-07876,Parthi P.,2005-07-27,Kallakurichi,Kanniyakumari,Government College of Fine Arts Kumbakonam,B.F.A.,Fine Arts,2026.0,6.6,"Digital Illustration, Art History, Photography, Sculpture, Ceramics, Painting, Portfolio Building",Art Appreciation,Event Design,,Museums,Photography Club,Chess,Trainee Illustrator,Associate Digital Illustrator
7278923974,TN-STU-2021-07877,Yamini Chidambaram,2004-09-16,Chennai,Ambur,Patrician College,B.Com,Commerce,2023.0,8.1,"Financial Reporting, GST Filing, Taxation",Advanced Accounting,,GST Practitioner,Share Broking Firm,Finance Club,Kabaddi,Junior Audit Assistant,Certified Senior Banking Associate
6480541470,TN-STU-2021-07878,Ananya K.,2005-10-25,Kallakurichi,Avadi,Sastra University Law School,B.A.LL.B.,Law,2026.0,6.2,"Contract Negotiation, Corporate Law, Intellectual Property, Litigation Support, Legal Research, IPC/CrPC Knowledge",Constitutional Law,Court Procedures,IP Law Cert,Corporate Legal Cell,Moot Court,Badminton,Trainee Legal Consultant,Certified Senior Corporate Lawyer
2060479005,TN-STU-2023-07879,Malathi Ramasamy,2000-12-17,Madurai,Ambur,Government College of Engineering Tirunelveli,M.E.,Civil Engineering,2026.0,7.3,"Structural Analysis, AutoCAD, Surveying, Project Management, STAAD Pro, Soil Testing",Environmental Engineering,Building Information Modelling,Project Management Basics,Real Estate Firms,ASCE Chapter,,Junior Site Engineer,Certified Senior BIM Associate
3421100491,TN-STU-2020-07880,Nallan Rajan,1999-09-05,Chennai,Ambur,Patrician College,M.Com,Commerce,2023.0,7.4,"Financial Reporting, Accounting, Tally ERP",Banking & Insurance,GST & Taxation,CA Intermediate,,,,Junior Audit Assistant,Certified Certified Accountant
6608078318,TN-STU-2022-07881,Nallan Mani,2002-10-06,Salem,Kanniyakumari,Agricultural College Madurai,B.Sc.,Agriculture,2026.0,7.9,"Organic Farming, Soil Science, Remote Sensing, Irrigation Management, Crop Science",,,,,,Athletics,Junior Agriculture Officer,Junior Agri-Business Advisor
